post_id,date,year,nhood,city,county,price,beds,baths,sqft,room_in_apt,title,descr
4825373345,20150113,2015,oakland north,oakland,alameda,1565,1.0,1.0,585,0,Cozy 1 Bedroom Apartment with BRAND NEW Granite! Showing 1/17 10-11am!,"Contact info:Stephanie | Sonora Group, LLC |  show contact info1 Bed Apartment with Brand New Granite Counters/Shower Surround! 539 33rd St #3, Oakland, CA 94609$1,565/mo KEY FEATURESYear Built:  1914Sq Footage:  585 sqft.Bedrooms:  1 BedBathrooms:  1 BathParking:  1Lease Duration:  1 Year (See Details Below)Deposit:  $1,000Pets Policy:  No Pets AllowedLaundry:  NoneFloor:  1Property Type:  ApartmentDESCRIPTIONWe are offering a spacious 1 bedroom apartment home in a gated building a ½ block from Telegraph Avenue and walking distance to Macarthur BART. Our units have been recently upgraded to include brand new kitchen counters, carpets, kitchen and bath linoleum, bathroom fixtures/sink, light fixtures, window blinds and paint throughout. Units also include a gas range, a separate water heater for the apartment, and a gas heater. The property is gated with clicker entry for parking. The building is within walking distance of many restaurants and shops on Telegraph Avenue and in the lower Temescal area adjacent to Pill Hill. The location also provides convenient freeway access to I80, I580 and Hwy 24. The apartment comes with one assigned parking spot and is also convenient to the Telegraph and Macarthur bus lines. We would be pleased to provide you with a tour of our building.RENTAL FEATURESLiving roomWalk-in closetPantryRange / OvenRefrigeratorFreezerCable-readyGranite countertopCOMMUNITY FEATURESOff-street parkingLEASE TERMS$1,000 security deposit with good credit. Owner pays for water, sewer and garbage. Tenant responsible for electricity, gas and optional cable & internet. Sorry, no pets.  Stephanie  show contact infoContact info: Stephanie Sonora Group, LLC show contact info"
pre2013_84131,20061128,2006,mountain view,mountain view,santa clara,1870,2.0,,,0,"$1870 / 2br - ***1BA, GE Apps, Granite Cntrs, FP, Great Locale, Free WiFi, *PHOTOS*",
pre2013_127602,20041021,2004,oakland lake merritt / downtown,oakland,alameda,1400,2.0,,,0,"$1400 / 2br - Sunny, large harwood floors close to transportation and shoping! ",
pre2013_164376,20060528,2006,corte madera,corte madera,marin,1300,2.0,,,0,$1300  - 2 bedroom,
pre2013_17291,20120202,2012,kentfield / ross,kentfield,marin,25000,6.0,,,0,$25000 / 6br - Single story exquisite Ross estate,
pre2013_125810,20040921,2004,san bruno,san bruno,san mateo,1150,2.0,,,0,"$1150 / 2br - 2 bedroom units (3 available) close to schools, shopping, transportati ",
pre2013_37483,20111121,2011,petaluma,petaluma,sonoma,1600,2.0,,1183,0,$1600 / 2br - 1183ft² - Cute and centrally located ~ 1053 S. McDowell,
pre2013_41808,20111211,2011,los altos,los altos,santa clara,1725,1.0,,700,0,$1725 / 1br - 700ft² - Spacious and Bright Apartment in Quiet Fourplex in Palo Alto,
5537900360,20160414,2016,napa county,napa county,---,3200,2.0,,1546,0,Nis 13 Make Napa Home@ Towpath Village $3200.00   $3200 / 2br - 1546ft2 -    (napa county)   resim har.,
pre2013_18027,20120209,2012,willow glen / cambrian,cambrian,santa clara,2500,2.0,,1150,0,$2500 / 2br - 1150ft² - Luxury Hill Top Apartment Large Bedrooms Utilities INCLUDED!,
pre2013_139193,20050306,2005,oakland lake merritt / downtown,OAKLAND,alameda,735,0.0,,,0,"$735  - Extra Large Studio, China Hill, all utilities included ",
pre2013_106848,20040726,2004,belmont / san carlos,belmont,san mateo,2750,4.0,,,0,"$2750 / 4br - Single family, 7 yrs. new, beautiful family neighborhood",
pre2013_68189,20120525,2012,san bruno,san bruno,san mateo,1970,2.0,2.0,950,0,$1970 / 950ft² - TOP FLOOR 2 BEDROOMS! TWO BATHS! AVAILABLE NOW Utilities not included,
pre2013_105380,20040708,2004,daly city,daly city,san mateo,975,1.0,,,0,"$975 / 1br - * PHOTOS * available Aug 1, 2004",
pre2013_162237,20060116,2006,marin,marin,marin,2600,2.0,,,0,$2600 / 2br - House 2 b/r in Stinson Beach,
5382497086,20160101,2016,santa rosa,santa rosa,sonoma,1299,1.0,,600,0,Ara 31 Free Wi-Fi Garden Apt Granite Hardwood Floors Walk 2 Safeway School l   $1299 / 1br - 600ft2 -    (santa rosa)   resim har.    [×] [geri al],
5460223472,20160223,2016,santa cruz,santa cruz,santa cruz,1600,0.0,,,0,Şub 22 Studio just a block from the beach   $1600   (santa cruz)   har.,
pre2013_151685,20060329,2006,oakland lake merritt / downtown,oakland,alameda,1400,2.0,,,0,$1400 / 2br - Spacious Lake Merritt Apartment,
pre2013_150922,20060206,2006,oakland north,oakland,alameda,1200,2.0,,,0,$1200 / 2br - 2++BEDRM. WITH SUN ROOM  HOUSE,
pre2013_148270,20060106,2006,san mateo,san mateo,san mateo,1750,2.0,,,0,"$1750 / 2br - Open House Saturday, Jan 7th 12:00 p.m. to 12:30 p.m.",
pre2013_162531,20060221,2006,napa county,napa county,---,1750,3.0,2.0,,0,$1750 / 3br - Lovely 3 BR 2 BA Home in Brown's Valley Napa,
4645049299,20140831,2014,napa county,napa county,---,2018,2.0,2.0,,0,Ground level two bedroom two bathroom available for occupancy. ,
pre2013_110930,20041116,2004,belmont / san carlos,belmont,san mateo,1295,2.0,2.0,,0,$1295 / 2br - 2br/2ba  1001 CONTINENTALS WAY  CHATEAU D’ORO APARTMENTS,
pre2013_139012,20050304,2005,oakland lake merritt / downtown,oakland,alameda,754,1.0,,,0,$754 / 1br - 411800 Now accepting applications. Utility paid for gas as well. ,
pre2013_111412,20041125,2004,daly city,daly city,san mateo,1000,2.0,,,0,$1000 / 2br - Brand new two bed room in-low appartment for rent,
pre2013_78035,20080228,2008,oakland north,OAKLAND,alameda,1225,2.0,,,0,"$1225 / 2br - 530 41st. Sought-After 2/1, Vintage, Building, Hardwood, Temescal -",
pre2013_109170,20040929,2004,belmont / san carlos,belmont,san mateo,975,1.0,1.0,,0,$975 / 1br - 1br/1ba 2211 HASTINGS DRIVE CARLMONT HEIGHTS APARTMENTS,
pre2013_64638,20120401,2012,pacifica,pacifica,san mateo,1598,1.0,,,0,$1598 / 1br - 4-13 MO. LEASE! $500 OFF 1ST MO. RENT! BY THE BEACH!,
5455698865,20160223,2016,campbell,campbell,santa clara,1850,0.0,,450,0,Şub 22 Great Studio DOWNTOWN Campbell   $1850 / 450ft2 -    (campbell)   resim har.,
pre2013_13957,20120114,2012,brentwood / oakley / discovery bay,brentwood,contra costa,1545,3.0,2.5,1460,0,$1545 / 3br - 1460ft² - 3bedroom/2.5 bath for rent in Oakley,
pre2013_31735,20110924,2011,marina / cow hollow,san francisco,san francisco,21000,6.0,7.0,6600,0,$21000 / 6br - 6600ft² - ♛ 6+BR/7BA All New Luxury Marina Residence w/ 4 Decks + Yard!!! ♛,
pre2013_37474,20111121,2011,santa rosa,santa rosa,sonoma,1399,2.0,2.0,,0,$1399 / 2br - *A beautiful place to live!! View our sunny 2 bedrm 2 bath today!!**,
pre2013_132628,20041217,2004,napa county,napa county,---,1075,2.0,1.0,,0,"$1075 / 2br - 2 Bedrooms, 1 Bath - pet possible ",
pre2013_149685,20060422,2006,redwood city,redwood city,san mateo,1000,1.0,,,0,$1000 / 1br - HIGH RISE BUILDING WITH GREAT MOVE-IN SPECIAL,
pre2013_129381,20041108,2004,union city,union city,alameda,1550,3.0,,,0,$1550 / 3br - Rent a CONDO @ a great location. ,
3844574547,20130602,2013,CCSF,san francisco,san francisco,1800,2.0,,,0,"    2BR apartment, close to City College    $1800 / 2br -    (ingleside / SFSU / CCSF)   map   ",
pre2013_89642,20040629,2004,hayes valley,san francisco,san francisco,1650,2.0,,,0,$1650 / 2br - ► SHUT UP AND LOOK !!!!!! OPEN  Tue 5:30. COME SEE  !!!!FREE RENT ASK !!,
5729066968,20160813,2016,santa cruz,santa cruz,santa cruz,1200,,,,0,8월 12 Welcome to Santa Cruz. High Rents. High Crime   $1200   (santa cruz)   사진 지도    hide this posting  표시,
4044521768,20130912,2013,haight ashbury,san francisco,san francisco,5500,2.0,2.0,1300,0,    Sep 12 ID#1393: Short-Term Furnished 2BR/2BA Buena Vista Park View Penthouse   $5500 / 2br - 1300ft² -    (cole valley / ashbury hts)   img map   ,
pre2013_122861,20040820,2004,oakland east,oakland,alameda,595,1.0,,,0,$595 / 1br - Large Live-Work Room ,
pre2013_126796,20041013,2004,burlingame / hillsborough,burlingame,san mateo,900,,,,0,"$900  - 1452 BELLEVUE, # A, BURLINGAME ",
pre2013_77584,20090118,2009,dublin / pleasanton,dublin,alameda,1189,1.0,,,0,$1189 / 1br - Upstairs 1x1 Fantastic Downtown Pleasanton Location Near All -,
pre2013_26819,20071028,2007,oakland hills north / montclair,oakland,alameda,1500,1.0,,,0,$1500 / 1br - Country Club Apt.,
pre2013_37042,20111120,2011,healdsburg / windsor,healdsburg,sonoma,2300,3.0,,1873,0,$2300 / 3br - 1873ft² - **Open House** Sunday 1-2pm,
pre2013_109012,20040927,2004,san mateo,san mateo,san mateo,700,0.0,,,0,$700  - PRIVATE STUDIO AVAILABLE NOW !!!!,
3780908681,20130518,2013,napa county,napa county,---,1200,1.0,,588,0,    LOCATION!! Victorian Charm    $1200 / 1br - 588ft² -    (napa county)   pic map   ,
pre2013_140999,20050330,2005,oakland hills north / montclair,oakland,alameda,865,1.0,,,0,"$865 / 1br - large, sunny, quiet 1BR with hardwood floors and covered parking ",
pre2013_27168,20071011,2007,hayward / castro valley,hayward,alameda,1250,2.0,1.0,,0,"$1250 / 2br - Sweet 2 bed/1 bath 2 story TownHouse/Apt., by  A st. BART",
pre2013_120000,20040709,2004,san mateo,san mateo,san mateo,1295,2.0,,,0,"$1295 / 2br - *  Wonderful  Apt, Wonderful  San Mateo Location,  Wonderful  Rent  * ",
pre2013_155060,20071006,2007,oakland lake merritt / downtown,OAKLAND,alameda,1800,1.0,,,0,"$1800 / 1br - Stunning designer corner unit w/downtown view, balcony, fireplace.",
pre2013_56031,20120229,2012,santa rosa,santa rosa,sonoma,1295,2.0,,873,0,$1295 / 2br - 873ft² - ****LARGE 2X2 AT LOW PRICE***WILL NOT LAST LONG***,
5818391951,20161008,2016,san jose east,san jose,santa clara,2130,5.0,,2100,0,"이 게시물을 즐겨찾기로 설정

10월  7
1st m $3800!five bed room evergreen high OPEN HOUSE sat/sun 4-6pm


$3900

                5br -
                2100ft2 -
            

 (san jose east)

 사진
                            지도







이 게시물 숨김



이 게시물 복구",
pre2013_62157,20120326,2012,dublin / pleasanton,dublin,alameda,900,1.0,,,0,$900 Extra 1 bedroom,
5367896086,20151225,2015,russian hill,san francisco,san francisco,5095,2.0,,1075,0,,
5077436911,20150623,2015,russian hill,san francisco,san francisco,3000,1.0,,,0,"BEAUTIFUL APT W/HWD FLOORS, WOOD DETAIL, BUILT-IN CHINA CABINETS",
6578447691,20180503,2018,nob hill,san francisco,san francisco,2425,1.0,,,0,"LIKE A 2 BDRM,3RD FL,COZY, NEW HWFL,LIGHTED,OFF ST, 2 BLK TO UN. SQ!",
4594263151,20140810,2014,fairfield / vacaville,fairfield,solano,1600,3.0,2.0,1625,0,Westside Fairfield 3 bed 2 bath 2 car 1625sf (off Waterman &amp; Capitola),"Off Waterman near Capitola St & Oliver (for easy access to freeway) Westside Fairfield - Spacious approx. 1,625 sqft 3 bedroom, 2 bathroom home in an established neighborhood in Fairfield. Living Room + Familyroom with a wood-burning fireplace, spacious kitchen with plenty of cabinet space and lots of living space throughout. Bedrooms have large closets and windows. Central heat and air. Large 2-car garage with automatic opener.  Square feet: 1,625 approx Rent: $1,600 Available: August 1 Application Fee: $40.00 Security Deposit:  Call: Gary Schwaegerle"
5354833173,20151211,2015,san francisco,san francisco,san francisco,2629,2.0,,,0,,
pre2013_21732,20120226,2012,oakland lake merritt / downtown,oakland,alameda,1000,1.0,,650,0,$1000 / 1br - 650ft² - Third floor unit with view,
pre2013_126344,20040927,2004,oakland north,oakland,alameda,1585,3.0,,,0,$1585 / 3br - large upper unit in duplex ,
pre2013_47123,20111230,2011,vallejo / benicia,vallejo,solano,1199,2.0,,1040,0,$1199 / 2br - 1040ft² - HOLIDAY SPECIAL!! CALL THE VALENCIA TODAY!!,
pre2013_98121,20041023,2004,western addition,san francisco,san francisco,1295,1.0,,,0,"$1295 / 1br - Shwg Sat/Sun, Lg, top flr, corner, city views, huge closets, pkg",
pre2013_89670,20040629,2004,bernal,san francisco,san francisco,950,0.0,,,0,$950  - Sunny Private Studio In Bernal Heights for July 1st,
pre2013_163989,20060430,2006,san rafael,san rafael,marin,1150,1.0,,,0,$1150 / 1br - downtown studio apartment,
pre2013_119251,20040630,2004,san bruno,san bruno,san mateo,1990,2.0,,,0,$1990 / 2br - Plus *** TOTALLY REMODELED HOUSE *** COZY *** BIG YARD *** ,
pre2013_32622,20111111,2011,ingleside,san francisco,san francisco,1800,1.0,,,0,$1800 / 1br - Detached House,
pre2013_30252,20110320,2011,pacific heights,san francisco,san francisco,1799,0.0,,,0,$1799 Furnished Studio With Large Balcony,
pre2013_22718,20120303,2012,rohnert pk / cotati,rohnert park,sonoma,1250,2.0,,1130,0,$1250 / 2br - 1130ft² - Updated 2-Story Townhouse,
pre2013_139249,20050307,2005,oakland lake merritt / downtown,oakland,alameda,1075,1.0,,,0,"$1075 / 1br - OPEN MONDAY 6-7 Great area, quiet remodeled top flr, walk-in clst ",
pre2013_137579,20050217,2005,union city,union city,alameda,1255,2.0,2.0,,0,$1255 / 2br - 2 bedroom 2 bath w Vaulted ceiling and Move in Special ,
6549332711,20180412,2018,san jose east,san jose,santa clara,2130,3.0,2.0,1069,0,"3BR 2BA house for rent in San Jose, Ready to Move-in",
pre2013_45754,20111223,2011,santa rosa,santa rosa,sonoma,1055,1.0,,,0,$1055 / 1br - Top Floor w/Garage & Storage! Avail. Jan 15!,
pre2013_11198,20110724,2011,walnut creek,walnut creek,contra costa,1885,,1.0,,0,$1885 The Only One Left With a Guest Bathroom!,
pre2013_34016,20111114,2011,potrero hill,san francisco,san francisco,3475,2.0,,,0,"$3475 / 2br - The Potrero, 2bd, 2ba, hardwood, top floor ~ JWavro ",
pre2013_16880,20120130,2012,mill valley,mill valley,marin,2200,2.0,,900,0,$2200 / 2br - 900ft² - Rare Sunny Detached Cottage in Warm Mill Valley Neighborhood,
pre2013_15732,20120122,2012,sunnyvale,sunnyvale,santa clara,2395,2.0,,950,0,$2395 / 2br - 950ft² - Second Floor In A Quiet Location & Morning Sunlight! ,
pre2013_18871,20120215,2012,belmont / san carlos,belmont,san mateo,2372,3.0,2.0,,0,$2372 / 3br - 3 Bedroom 2 Bath Apartment Coming Available!,
5169368066,20150813,2015,santa cruz,santa cruz,santa cruz,2589,1.0,,790,0,"Spacious Top floor with ocean view, 1 BD w/ Washer and dryer!",
pre2013_45199,20111222,2011,campbell,campbell,santa clara,1500,1.0,,700,0,$1500 / 1br - 700ft² - Clean condo @ hwy 280/880 and much more,
pre2013_80224,20070307,2007,santa rosa,santa rosa,sonoma,1308,,,,0,$1308 LUXURY and LEISURE for LESS***Move in special!,
4600413916,20140803,2014,castro,san francisco,san francisco,3700,1.0,,1100,0,Extra Large Victorian 4-Rm Flat-Open Sat/Sun 2-5PM,
pre2013_92152,20040806,2004,russian hill,san francisco,san francisco,2700,2.0,,,0,$2700 / 2br - 2ba/2-level/2 Muni lines/Month-to-Month ok/*PHOTOS*,
4402596943,20140401,2014,north beach / telegraph hill,san francisco,san francisco,4200,2.0,,1250,0,"""GORGEOUS CONTEMPORARY"" Apartment, 2 whole levels!",
pre2013_54867,20120225,2012,sunnyvale,sunnyvale,santa clara,1455,1.0,,567,0,$1455 / 1br - 567ft² - Luxury Style Living At Casa Alberta Apartments!,
pre2013_159843,20070609,2007,santa clara,santa clara,santa clara,3200,3.0,3.5,,0,"$3200 / 3br - Newer 3BR,3.5BA House in Great covenient neighborhood",
pre2013_129081,20041105,2004,san jose central,san jose,santa clara,2130,3.0,,,0,$1700 / 3br - townhome near evergreen college ,
pre2013_90736,20040715,2004,pacific heights,san francisco,san francisco,1950,2.0,,,0,$1950 / 2br - Pacific Heights. Very charming remodeled two bedroom,
3808101944,20130518,2013,san rafael,san rafael,marin,4150,4.0,,,0,    Open Viewing Sat. 5/18 11:30-12:15-Great Villa Real Home-FOUNDATION    $4150 / 4br -    (san rafael)   img   ,
pre2013_88193,20040609,2004,inner sunset,san francisco,san francisco,1600,2.0,,,0,$1600 / 2br - 2 Bedrm Flat w/Gararge Parking -July 1st,
pre2013_143222,20050511,2005,oakland east,OAKLAND,alameda,1200,1.0,,,0,$1200  - Tri-level live/work 1250' ,
4017903279,20130822,2013,dublin / pleasanton,dublin,alameda,1950,4.0,3.0,2477,0,    Aug 22 4Bed*3Bath*Jefferson Schools - Full bed/bath downstairs (Glenbriar Est   $1950 / 2477ft² -    (dublin / pleasanton / livermore)   pic   ,
pre2013_13842,20120113,2012,berkeley,berkeley,alameda,1450,1.0,,750,0,$1450 / 1br - 750ft² - One bedrooms are still roommate friendly! Hold your unit for June 2012,
pre2013_152520,20060426,2006,union city,union city,alameda,1345,2.0,,,0,"$1345 / 2br - Newly Remodeled! Very spacious floorplan! Tennis, gym, pools, & MORE!",
pre2013_44335,20111220,2011,SOMA / south beach,san francisco,san francisco,2700,1.0,1.0,,0,$2700 ***AZARI***LUXURIOUS 1BDR/1BATH Condo w/Balcony & Parking Space!,
pre2013_61182,20120323,2012,diamond heights,san francisco,san francisco,2050,0.0,,590,0,$2050 / 590ft² - Studio Condo for Rent,
pre2013_92628,20040813,2004,ingleside,san francisco,san francisco,1800,1.0,,,0,$1800 / 1br - Luxury Condo for Lease,
pre2013_93624,20040822,2004,nob hill,san francisco,san francisco,1925,3.0,,,0,$1925 / 3br - 3 bedroom OPEN HOUSE  4pm- 6pm,
4257034165,20131224,2013,mountain view,mountain view,santa clara,5231,2.0,,1270,0,    Dec 23 Live How You Should - In Luxury- Welcome Home to Madera   $5231 / 2br - 1270ft² -    (mountain view)      ,
pre2013_53243,20120207,2012,foster city,foster city,san mateo,4200,5.0,,2750,0,$4200 / 5br - 2750ft² - Beautiful home in Foster City,
pre2013_164040,20060430,2006,mill valley,mill valley,marin,1295,2.0,,,0,"$1295 / 2br - Quick Stroll to Town, Beam Ceilings, Dishwasher, Carport, Storage",
pre2013_114674,20040711,2004,campbell,campbell,santa clara,800,1.0,,,0,"$800 / 1br - Junior One Bedroom, One Month Free + DVD Player with a Year Lease",
4666977356,20140914,2014,napa county,napa county,---,800,2.0,,800,0,**Large Updated 2 Bedroom with lake views in Lakeport*Walk to school**,
5088571772,20150623,2015,san rafael,san rafael,marin,20000,4.0,3.5,,0,Prestigious 4BR/3.5BA Country Club Home in San Rafael,
pre2013_46165,20111224,2011,corte madera,corte madera,marin,2015,2.0,,,0,$2015 / 2br - Great Incentives,
pre2013_104387,20040625,2004,foster city,foster city,san mateo,3100,,,,0,$3100  - WIDE WATER FRONT HOME IN FOSTER CITY,
pre2013_13712,20120112,2012,ingleside,san francisco,san francisco,690,1.0,1.0,,0,$690 / 1br - 1 bdrm/share bath,
5716325868,20160804,2016,financial district,san francisco,san francisco,2541,0.0,,450,0,Aug 4 One Life One Studio One Love !   $2541 / 450ft2 -    (financial district)   pic map    hide this posting  restore this posting,
pre2013_78776,20080413,2008,oakland lake merritt / downtown,oakland,alameda,895,0.0,,,0,$895 Immaculate spacious studio in Lake Area -,
pre2013_160579,20060322,2006,santa cruz,santa cruz,santa cruz,800,0.0,,,0,$800  - newly remodeled studio,
pre2013_147093,20060602,2006,twin peaks,san francisco,san francisco,2400,1.0,,,0,"$2400 / 1br - 1Ba: Convenient BEACON loc: CalTrain, MUNI, Safeway, Twin Peaks Views",
4258000009,20131225,2013,pacific heights,san francisco,san francisco,17950,4.0,,3500,0,    Dec 24 Gorgeous home in Pacific Heights furnished or unfurnished Ready 1.1.14   $17950 / 4br - 3500ft² -    (pacific heights)   pic map   ,
pre2013_98629,20041028,2004,nob hill,san francisco,san francisco,1050,1.0,,,0,"$1050 / 1br - ***PHOTOS***CLEAN SPACIOUS 1BD, NEW  PAINT, ETC",
5637953465,20160616,2016,napa county,napa county,---,1900,2.0,,900,0,6月 15 Downtown St. Helena Rental!   $1900 / 2br - 900ft2 -    (napa county)   地图    hide this posting restore this posting,
pre2013_36228,20111118,2011,napa county,napa county,---,1400,1.0,,,0,$1400 / 1br - BEAUTIFUL UPSCALE APT,
pre2013_53464,20120209,2012,oakland east,oakland,alameda,950,2.0,,,0,$950 / 2br - Se renta Apartamento en la calle 12,
4810350372,20141222,2014,presidio hts / laurel hts / lake st,san francisco,san francisco,5500,3.0,,,0,"Charming home-like 3 brm1.5 ba, living rm w/ frplc FRD;SPACIOUSno pets",
pre2013_101464,20041126,2004,pacific heights,san francisco,san francisco,2400,1.0,,,0,$2400 / 1br - Spacious Pacific Heights Apartment -beautiful hardwood floors & more,
5489477973,20160316,2016,san rafael,san rafael,marin,1900,1.0,,600,0,Mar 15 Charming duplex- walk to downtown   $1900 / 1br - 600ft2 -    (san rafael)   resim har.,
pre2013_125103,20040911,2004,san jose central,san jose,santa clara,2130,2.0,1.0,,0,$1095 / 2br - NEWLY REMODELED 2BD/1BA UNIT FOR RENT IN QUIET NEIGHBOURHOOD ,
pre2013_116665,20010625,2001,SOMA / south beach,san francisco,san francisco,2750,2.0,,,0,$2750 - ***Must See***  Huge and Luxurious 2bd/2bth w/Garage  (map),
pre2013_11087,20120131,2012,palo alto,palo alto,santa clara,21000,,,"""7456""",0,$21000 / 7456ft² - Palo Alto Hills Home,
5171308308,20150813,2015,inner sunset,san francisco,san francisco,4850,4.0,,2215,0,"Avail Soon, 3-Story House with Solarium (Mt. Davidson Manor)",
pre2013_113862,20040628,2004,cupertino,cupertino,santa clara,1500,2.0,,,0,"$1500 / 2br - DUPLEX, Quiet Cul de Sac in the Monta Vista area of CUPERTINO",
5071876599,20150623,2015,sea cliff,san francisco,san francisco,4395,2.0,,,0,"Outer Richmond 2 bedroom remodeled house, Util incl, VA Hospital close",
